client,nr_visits,continuity,cci,bice_cci
H015,44,3,0.3647,0.3499
H025,42,3,0.4966,0.4843
H027,3,1,1.0000,1.0000
H029,10,3,0.4200,0.3556
H031,3,3,0.3333,0.0000
H034,42,3,0.3469,0.3310
H037,42,3,0.3367,0.3206
H038,50,3,0.4528,0.4416
H039,17,3,0.4464,0.4118
H041,64,3,0.4087,0.3993
H047,30,3,0.3956,0.3747
H048,20,2,0.5050,0.4789
H053,39,3,0.6068,0.5965
H055,21,2,0.7551,0.7429
H061,1,1,1.0000,
H072,36,3,0.4506,0.4349
H077,13,2,0.6450,0.6154
H081,32,3,0.4121,0.3931
H086,95,3,0.5464,0.5415
H087,2,1,1.0000,1.0000
H092,38,3,0.3560,0.3385
H095,81,3,0.4906,0.4843
H096,35,3,0.4008,0.3832
H097,83,3,0.4835,0.4772
H107,10,3,0.4200,0.3556
H113,4,1,1.0000,1.0000
H114,28,3,0.4388,0.4180
H125,22,3,0.4752,0.4502
H145,83,3,0.4519,0.4452
H155,16,3,0.3672,0.3250
H157,35,2,0.5004,0.4857
H160,2,2,0.5000,0.0000
H164,1,1,1.0000,
H172,20,3,0.4050,0.3737
H181,15,2,0.5200,0.4857
H182,76,3,0.5350,0.5288
H194,2,1,1.0000,1.0000
H200,34,3,0.3374,0.3173
H230,16,3,0.4062,0.3667
H235,22,2,0.5165,0.4935
H238,84,3,0.3812,0.3738
H239,28,3,0.4158,0.3942
H240,1,1,1.0000,
H243,33,3,0.3903,0.3712
H244,52,3,0.4179,0.4065
H248,68,3,0.5255,0.5184
H270,47,3,0.4876,0.4764
H284,37,3,0.4288,0.4129
H287,1,1,1.0000,
H288,9,3,0.4074,0.3333
H289,5,2,0.5200,0.4000
H290,90,3,0.3333,0.3258
H293,57,3,0.3795,0.3684
H295,4,3,0.3750,0.1667
H297,1,1,1.0000,
H299,10,1,1.0000,1.0000
H300,35,3,0.3829,0.3647
H301,4,2,0.5000,0.3333
H302,39,3,0.5082,0.4953
H314,29,3,0.4625,0.4433
H315,42,3,0.5113,0.4994
H322,69,3,0.5009,0.4936
H323,15,1,1.0000,1.0000
H324,47,3,0.4350,0.4228
H326,2,1,1.0000,1.0000
H327,54,2,0.6159,0.6087
H328,1,1,1.0000,
H331,37,3,0.4361,0.4204
H332,80,3,0.4728,0.4661
H333,3,1,1.0000,1.0000
